Time,Milliseconds,Index,Freq,Vin,Vout,dB,Phase
2024-09-28 15:36:45.814985,158486,83,573.9,0.06339438,0.6816273,20.629924346991935,46.04651
2024-09-28 15:36:46.615103,159286,84,602.6,0.06286702,0.7385568,21.399220530825982,48.29268
2024-09-28 15:36:47.414794,160086,85,632.73,0.06284685,0.7541355,21.583317404401402,50.76923
2024-09-28 15:36:48.196047,160867,86,664.37,0.06325622,0.7807673,21.82836759476848,42.63158
2024-09-28 15:36:48.968761,161640,87,697.59,0.06335265,0.8265328,22.309906137409282,35.0
2024-09-28 15:36:49.754541,162426,88,732.47,0.06312478,0.8405098,22.486858079149457,47.64706
2024-09-28 15:36:50.546860,163218,89,769.09,0.06291042,0.8956869,23.068672756188025,38.18182
2024-09-28 15:36:51.307861,163979,90,807.54,0.06286446,0.9117903,23.229795566638,40.64516
2024-09-28 15:36:52.068673,164740,91,847.92,0.06284446,0.9635044,23.711734068489015,42.0
2024-09-28 15:36:52.845180,165516,92,890.32,0.0634701,1.009229,24.02841077655443,35.35714
2024-09-28 15:36:53.606743,166278,93,934.84,0.06266893,1.02152,24.24389188549942,30.28037
2024-09-28 15:36:54.375670,167047,94,981.58,0.06350676,1.049089,24.359847539293547,31.76471
2024-09-28 15:36:55.124656,167796,95,1030.66,0.06269347,1.117415,25.019843776758755,33.06123
2024-09-28 15:36:55.875335,168546,96,1082.19,0.06317145,1.13851,25.116320080152107,27.3913
2024-09-28 15:36:56.624820,169296,97,1136.3,0.06396744,1.187972,25.37694468367985,26.59091
2024-09-28 15:36:57.366909,170038,98,1193.12,0.06267967,1.193122,25.591163048863965,19.51807
2024-09-28 15:36:58.109210,170780,99,1252.78,0.06322109,1.207151,25.617992384221182,20.25
2024-09-28 15:36:58.855015,171526,100,1315.42,0.06372818,1.266696,25.96681766793018,21.31579
2024-09-28 15:36:59.595533,172267,101,1381.19,0.06264512,1.330617,26.543316444320215,17.5
2024-09-28 15:37:00.339333,173010,102,1450.25,0.06374143,1.369379,26.64203722233285,18.26087
2024-09-28 15:37:01.085006,173756,103,1522.76,0.06289186,1.369065,26.75659257830833,19.38461
2024-09-28 15:37:01.825532,174497,104,1598.9,0.06342769,1.384744,26.781811942493647,14.28571
2024-09-28 15:37:02.559455,175230,105,1678.85,0.06306173,1.443589,27.19355366710126,8.456376
2024-09-28 15:37:03.291339,175962,106,1762.79,0.06207352,1.492069,27.617650674748255,8.87324
2024-09-28 15:37:04.021831,176693,107,1850.93,0.06268612,1.550833,27.867872880358707,9.333334
2024-09-28 15:37:04.755335,177426,108,1943.48,0.06401043,1.580206,27.849259236437966,7.003891
2024-09-28 15:37:05.495269,178166,109,2040.65,0.0638467,1.574717,27.8412812175199,4.42623
2024-09-28 15:37:06.234945,178906,110,2142.68,0.06244761,1.561546,27.960779210416483,4.635193
2024-09-28 15:37:06.965681,179637,111,2249.81,0.06257164,1.557057,27.918539466758915,1.621622
2024-09-28 15:37:07.695353,180366,112,2362.3,0.06395364,1.605328,27.99397025533416,-1.698113
2024-09-28 15:37:08.435474,181106,113,2480.42,0.06355558,1.65058,28.289657841789023,-1.782178
2024-09-28 15:37:09.175373,181846,114,2604.44,0.06238225,1.672206,28.564574851292413,-1.875
2024-09-28 15:37:09.905454,182576,115,2734.66,0.06332532,1.723544,28.696899636482016,-1.978022
2024-09-28 15:37:10.640181,183311,116,2871.39,0.06370085,1.723985,28.647765107459694,-6.206897
2024-09-28 15:37:11.375200,184046,117,3014.96,0.06245898,1.700001,28.6970857846848,-6.506025
2024-09-28 15:37:12.105943,184777,118,3165.71,0.06345853,1.7224,28.672880185017803,-6.835443
2024-09-28 15:37:12.835080,185506,119,3324.0,0.06334873,1.758258,28.86689378870919,-8.344371
2024-09-28 15:37:13.555760,186227,120,3490.2,0.06206182,1.751815,29.01327466618653,-11.25
2024-09-28 15:37:14.275334,186943,121,3664.71,0.0623881,1.790735,29.158591248023033,-14.50549
2024-09-28 15:37:15.005604,187677,122,3847.95,0.06375273,1.831656,29.166902523974652,-15.23077
2024-09-28 15:37:15.725519,188397,123,4040.35,0.06398843,1.830297,29.12840226566091,-15.96774
2024-09-28 15:37:16.465630,189137,124,4242.37,0.06265802,1.796765,29.150292243386225,-16.77966
2024-09-28 15:37:17.179370,189850,125,4454.49,0.06228219,1.783858,29.139928106396816,-17.67857
2024-09-28 15:37:17.915401,190586,126,4677.21,0.06361713,1.824693,29.152314667516546,-18.50467
2024-09-28 15:37:18.655402,191326,127,4911.07,0.06369934,1.84924,29.257166926403393,-19.60396
2024-09-28 15:37:19.366091,192037,128,5156.62,0.06236892,1.822446,29.313728901589418,-24.12371
2024-09-28 15:37:20.106111,192777,129,5414.45,0.06289691,1.85042,29.372820077037627,-21.52174
2024-09-28 15:37:20.818670,193490,130,5685.17,0.06378001,1.872328,29.35394698138529,-22.5
2024-09-28 15:37:21.555821,194227,131,5969.43,0.06249255,1.839256,29.376278702222912,-25.86827
2024-09-28 15:37:22.265920,194937,132,6267.9,0.06310222,1.853822,29.36046786711952,-24.75
2024-09-28 15:37:23.005508,195677,133,6581.3,0.06351792,1.876918,29.410980626860415,-26.05263
2024-09-28 15:37:23.715594,196387,134,6910.37,0.06242073,1.846327,29.419595546751843,-27.12329
2024-09-28 15:37:24.445841,197117,135,7255.89,0.06355737,1.880366,29.42152944050912,-26.08696
2024-09-28 15:37:25.156385,197827,136,7618.68,0.06265097,1.86049,29.453990813432057,-24.54546
2024-09-28 15:37:25.895862,198567,137,7999.61,0.06328095,1.881759,29.4658202297762,-26.12903
2024-09-28 15:37:26.605708,199277,138,8399.59,0.06290109,1.867544,29.452253428607136,-27.45763
2024-09-28 15:37:27.336198,200007,139,8819.57,0.06317203,1.87056,29.42893620449261,-32.14286
2024-09-28 15:37:28.045708,200717,140,9260.55,0.06276506,1.86891,29.47740878990651,-30.0
2024-09-28 15:37:28.775595,201447,141,9723.58,0.06335726,1.889102,29.48918041357825,-31.76471
2024-09-28 15:37:29.482300,202153,142,10209.76,0.06259885,1.858938,29.45397100753005,-33.06123
2024-09-28 15:37:30.205875,202877,143,10720.25,0.0633558,1.878075,29.438531048906952,-34.46809
2024-09-28 15:37:30.926140,203597,144,11256.26,0.06369892,1.877472,29.388827995220637,-40.44944
2024-09-28 15:37:31.663123,204334,145,11819.07,0.06264201,1.865556,29.47885211285714,-45.0
2024-09-28 15:37:32.372194,205043,146,12410.02,0.06262828,1.882709,29.56025428254317,-42.75
2024-09-28 15:37:33.106486,205777,147,13030.52,0.0635665,1.889977,29.46456438872344,-39.74026
2024-09-28 15:37:33.812322,206483,148,13682.05,0.06238336,1.847287,29.429312231754952,-41.91781
2024-09-28 15:37:34.536058,207207,149,14366.15,0.06324429,1.848226,29.31467507987294,-49.20863
2024-09-28 15:37:35.256509,207928,150,15084.46,0.06284803,1.859774,29.423370056389402,-46.36364
2024-09-28 15:37:35.986114,208657,151,15838.68,0.06284301,1.878746,29.512221812435094,-53.4375
2024-09-28 15:37:36.692513,209364,152,16630.61,0.06307265,1.858956,29.388560644272633,-51.0
2024-09-28 15:37:37.399537,210071,153,17462.14,0.06178288,1.810561,29.338900245933065,-51.60839
2024-09-28 15:37:38.136095,210807,154,18335.25,0.0621128,1.779523,29.142449963666863,-54.06593
2024-09-28 15:37:38.866430,211537,155,19252.01,0.06354161,1.796504,29.02739947705789,-55.59845
2024-09-28 15:37:39.596480,212267,156,20214.61,0.06368406,1.824589,29.142686188649485,-58.29959
2024-09-28 15:37:40.326465,212997,157,21225.34,0.06238212,1.828274,29.339623067969825,-61.2766
2024-09-28 15:37:41.056187,213727,158,22286.61,0.06198192,1.850309,29.499584722154403,-61.07143
2024-09-28 15:37:41.786175,214457,159,23400.94,0.0633274,1.860878,29.36252487461298,-63.92524
2024-09-28 15:37:42.516312,215187,160,24570.99,0.06340483,1.817863,29.148776156557194,-63.84236
2024-09-28 15:37:43.236243,215907,161,25799.54,0.06208596,1.766473,29.082272060108817,-67.15026
2024-09-28 15:37:43.966566,216638,162,27089.52,0.06266077,1.727242,28.807149249940775,-68.47826
2024-09-28 15:37:44.702391,217373,163,28444.0,0.06345361,1.74292,28.776422369229966,-69.94286
2024-09-28 15:37:45.426374,218097,164,29866.2,0.06221808,1.761104,29.03736796984798,-72.85714
2024-09-28 15:37:46.161279,218832,165,31359.51,0.06281465,1.769246,28.99454556308688,-76.5
2024-09-28 15:37:46.886589,219558,166,32927.49,0.06322911,1.725939,28.722167470595462,-78.67549
2024-09-28 15:37:47.626538,220298,167,34573.86,0.06222392,1.666893,28.559007107249013,-80.00001
2024-09-28 15:37:48.351490,221022,168,36302.55,0.06333991,1.644675,28.288052980052967,-84.08759
2024-09-28 15:37:49.086064,221757,169,38117.68,0.06241942,1.658983,28.49044413668281,-81.81819
2024-09-28 15:37:49.816787,222488,170,40023.56,0.06301155,1.654288,28.383819132545543,-87.09678
2024-09-28 15:37:50.546617,223218,171,42024.74,0.06260957,1.594658,28.120536697595927,-90.0
2024-09-28 15:37:51.276596,223948,172,44125.98,0.06294768,1.544851,27.79813739891489,-88.42105
2024-09-28 15:37:52.007623,224679,173,46332.28,0.06251212,1.550297,27.889013581198494,-93.33333
2024-09-28 15:37:52.736461,225407,174,48648.89,0.06304804,1.528897,27.694132769141866,-98.82352
2024-09-28 15:37:53.465152,226136,175,51081.33,0.06230707,1.471614,27.46513163626684,-99.18368
2024-09-28 15:37:54.187328,226858,176,53635.4,0.0630006,1.439135,27.17513699710898,-101.7391
2024-09-28 15:37:54.926251,227597,177,56317.17,0.06265139,1.428247,27.157452194016216,-104.0
