Time,Milliseconds,Index,Freq,Vin,Vout,dB,Phase
2024-09-28 16:07:12.191021,74259,18,24.09,0.06419613,0.09124923,3.0544072107097042,9.9e+37
2024-09-28 16:07:14.793013,76861,19,25.29,0.06325576,0.09064245,3.124631153071248,9.9e+37
2024-09-28 16:07:17.305110,79373,20,26.55,0.06276172,0.0909022,3.2175911409966536,9.9e+37
2024-09-28 16:07:19.729887,81798,21,27.88,0.06408039,0.09078071,3.025368576210969,9.9e+37
2024-09-28 16:07:22.073023,84141,22,29.27,0.06336782,0.09174269,3.2140540669220834,9.9e+37
2024-09-28 16:07:24.337699,86406,23,30.73,0.06291644,0.09131883,3.235923951893649,9.9e+37
2024-09-28 16:07:26.529106,88597,24,32.27,0.06404543,0.09148898,3.0976127975916863,9.9e+37
2024-09-28 16:07:28.658230,90726,25,33.88,0.063104,0.09248881,3.320646054824474,9.9e+37
2024-09-28 16:07:30.715172,92783,26,35.57,0.0634555,0.09307637,3.3274033372110043,9.9e+37
2024-09-28 16:07:32.705398,94773,27,37.35,0.06373341,0.0921519,3.2027427668540813,9.9e+37
2024-09-28 16:07:34.632601,96701,28,39.22,0.06320663,0.09169529,3.231687855712373,9.9e+37
2024-09-28 16:07:36.501663,98570,29,41.18,0.06400689,0.07071067,0.8651645264351537,9.9e+37
2024-09-28 16:07:38.333849,100402,30,43.24,0.06284261,0.07071067,1.024614766005984,9.9e+37
2024-09-28 16:07:40.094507,102163,31,45.4,0.06323541,0.07071067,0.9704922712385233,9.9e+37
2024-09-28 16:07:41.805526,103874,32,47.67,0.06452493,0.07641858,1.4694284270703846,9.9e+37
2024-09-28 16:07:43.476021,105544,33,50.05,0.06377067,0.07071067,0.8972794484560929,9.9e+37
2024-09-28 16:07:45.093449,107161,34,52.55,0.06291211,0.09600376,3.671079828113611,9.9e+37
2024-09-28 16:07:46.678746,108747,35,55.18,0.06413003,0.07071067,0.8484701844875899,9.9e+37
2024-09-28 16:07:48.210166,110278,36,57.94,0.06411217,0.07071067,0.8508895127576732,9.9e+37
2024-09-28 16:07:49.701498,111769,37,60.84,0.0631424,0.09623341,3.6600958008471585,9.9e+37
2024-09-28 16:07:51.155761,113224,38,63.88,0.06439722,0.07071067,0.8123566568798659,9.9e+37
2024-09-28 16:07:52.573552,114642,39,67.07,0.06376522,0.07071067,0.8980217979007283,9.9e+37
2024-09-28 16:07:53.968820,116037,40,70.42,0.06364934,0.07071067,0.9138209525463243,9.9e+37
2024-09-28 16:07:55.322857,117391,41,73.94,0.06443189,0.08468513,2.374125754507889,9.9e+37
2024-09-28 16:07:56.642827,118711,42,77.64,0.06348157,0.0962421,3.614348634426987,9.9e+37
2024-09-28 16:07:57.954115,120022,43,81.52,0.06470576,0.07073196,0.7734550017651189,9.9e+37
2024-09-28 16:07:59.218817,121287,44,85.6,0.06335838,0.07136744,1.0339210854046972,9.9e+37
2024-09-28 16:08:00.456062,122524,45,89.88,0.0633859,0.09711386,3.7057711058767473,9.9e+37
2024-09-28 16:08:01.697257,123765,46,94.37,0.06476079,0.09712936,3.5207677830907076,9.9e+37
2024-09-28 16:08:02.913660,124982,47,99.09,0.06447065,0.0753276,1.3518416366572206,9.9e+37
2024-09-28 16:08:04.077974,126146,48,104.04,0.06316111,0.08978979,3.055544041891192,9.9e+37
2024-09-28 16:08:05.221620,127290,49,109.24,0.06398211,0.1067348,4.444949650158303,9.9e+37
2024-09-28 16:08:06.343768,128412,50,114.7,0.06437325,0.1152008,5.055001183708706,9.9e+37
2024-09-28 16:08:07.446292,129514,51,120.44,0.06301803,0.1203937,5.622778779997319,9.9e+37
2024-09-28 16:08:08.530371,130598,52,126.46,0.06389488,0.1286006,6.075538720137348,9.9e+37
2024-09-28 16:08:09.608505,131677,53,132.78,0.0637741,0.09717584,3.6582792997802525,9.9e+37
2024-09-28 16:08:10.656099,132724,54,139.42,0.06291586,0.1013702,4.143003319418456,9.9e+37
2024-09-28 16:08:11.703768,133772,55,146.39,0.06393664,0.1085354,4.596432033475299,9.9e+37
2024-09-28 16:08:12.719501,134788,56,153.71,0.06279911,0.1208374,5.684957666276319,9.9e+37
2024-09-28 16:08:13.719202,135787,57,161.4,0.06366426,0.130384,6.226572100567278,9.9e+37
2024-09-28 16:08:14.706938,136775,58,169.47,0.06283226,0.133952,6.575330425623976,9.9e+37
2024-09-28 16:08:15.687709,137756,59,177.94,0.06352235,0.1467029,7.27024285233661,9.9e+37
2024-09-28 16:08:16.656653,138725,60,186.84,0.06279974,0.1733942,8.821534412477558,9.9e+37
2024-09-28 16:08:17.603503,139672,61,196.18,0.0635573,0.1773363,8.912644069134636,9.9e+37
2024-09-28 16:08:18.561570,140630,62,205.99,0.06349792,0.1769294,8.900810107811408,9.9e+37
2024-09-28 16:08:19.488727,141557,63,216.29,0.0622364,0.1828134,9.359271248556025,9.9e+37
2024-09-28 16:08:20.405400,142473,64,227.1,0.06272699,0.2074789,10.390389774142523,9.9e+37
2024-09-28 16:08:21.309499,143378,65,238.46,0.06391665,0.2130547,10.457542290984005,9.9e+37
2024-09-28 16:08:22.204153,144272,66,250.38,0.06318494,0.2299731,11.221269241033198,9.9e+37
2024-09-28 16:08:23.104446,145172,67,262.9,0.06231654,0.2437664,11.847410232022447,9.9e+37
2024-09-28 16:08:23.996894,146065,68,276.05,0.06353457,0.2718474,12.62630177413123,9.9e+37
2024-09-28 16:08:24.866371,146934,69,289.85,0.06338517,0.2919711,13.267044132311913,9.9e+37
2024-09-28 16:08:25.727406,147795,70,304.34,0.06252044,0.3070656,13.824182803133898,9.9e+37
2024-09-28 16:08:26.582540,148651,71,319.56,0.0637328,0.3319387,14.333897797065271,9.9e+37
2024-09-28 16:08:27.428857,149497,72,335.54,0.06307021,0.3615898,15.167837880693915,9.9e+37
2024-09-28 16:08:28.268664,150337,73,352.32,0.06298724,0.3793406,15.595534962138565,9.9e+37
2024-09-28 16:08:29.108165,151176,74,369.94,0.06369833,0.4070183,16.109717791763615,9.9e+37
2024-09-28 16:08:29.940639,152009,75,388.44,0.06270455,0.4437142,16.996085440172738,9.9e+37
2024-09-28 16:08:30.761861,152830,76,407.86,0.06396184,0.4804067,17.51376213997674,9.9e+37
2024-09-28 16:08:31.577579,153646,77,428.25,0.06259942,0.5177075,18.350282945010722,9.9e+37
2024-09-28 16:08:32.411578,154480,78,449.66,0.06259827,0.5500265,18.876425662225735,9.9e+37
2024-09-28 16:08:33.224715,155293,79,472.14,0.06399704,0.584814,19.217157467049674,9.9e+37
2024-09-28 16:08:34.024720,156093,80,495.75,0.06362539,0.6118063,19.659669746976533,9.9e+37
2024-09-28 16:08:34.828816,156897,81,520.54,0.06256917,0.6639254,20.515177798851802,9.9e+37
2024-09-28 16:08:35.643056,157711,82,546.57,0.06357334,0.7085082,20.941397041717984,9.9e+37
2024-09-28 16:08:36.438241,158506,83,573.9,0.06391498,0.7522797,21.415533706733182,9.9e+37
2024-09-28 16:08:37.236326,159304,84,602.6,0.0627361,0.7978296,22.08785255338548,9.9e+37
2024-09-28 16:08:38.030051,160098,85,632.73,0.06370491,0.8541686,22.547413916806264,9.9e+37
2024-09-28 16:08:38.826246,160894,86,664.37,0.06365576,0.9034353,23.041186962709652,9.9e+37
2024-09-28 16:08:39.626718,161695,87,697.59,0.06297272,0.956297,23.628806820618713,9.9e+37
2024-09-28 16:08:40.395818,162464,88,732.47,0.06404576,1.01243,23.977492439419915,9.9e+37
2024-09-28 16:08:41.162270,163230,89,769.09,0.06291685,1.065299,24.57409096548208,9.9e+37
2024-09-28 16:08:41.938044,164006,90,807.54,0.0644404,1.146307,25.00285433837356,9.9e+37
2024-09-28 16:08:42.698868,164767,91,847.92,0.06314898,1.198374,25.5645207574879,9.9e+37
2024-09-28 16:08:43.455766,165524,92,890.32,0.06274908,1.282046,26.20592490503124,9.9e+37
2024-09-28 16:08:44.210259,166278,93,934.84,0.06406587,1.341699,26.42056735884313,9.9e+37
2024-09-28 16:08:44.987093,167055,94,981.58,0.06422062,1.424885,26.92210641156752,9.9e+37
2024-09-28 16:08:45.737580,167806,95,1030.66,0.06291343,1.517995,27.650539555730532,9.9e+37
2024-09-28 16:08:46.485360,168553,96,1082.19,0.06339571,1.572799,27.89226708551125,9.9e+37
2024-09-28 16:08:47.231038,169299,97,1136.3,0.06430139,1.626428,28.060289624076574,9.9e+37
2024-09-28 16:08:47.973657,170042,98,1193.12,0.06308024,1.775349,28.9878080569097,9.9e+37
2024-09-28 16:08:48.714042,170782,99,1252.78,0.06356435,1.865207,29.35026852697487,9.9e+37
2024-09-28 16:08:49.454338,171522,100,1315.42,0.06405395,1.909297,29.486551474511977,9.9e+37
2024-09-28 16:08:50.195085,172263,101,1381.19,0.06295681,1.921418,29.69158281069727,9.9e+37
2024-09-28 16:08:50.935832,173004,102,1450.25,0.06409498,2.024965,29.991870096089023,9.9e+37
2024-09-28 16:08:51.681241,173749,103,1522.76,0.06323782,2.189214,30.786226534428298,9.9e+37
2024-09-28 16:08:52.422865,174491,104,1598.9,0.0637793,2.322924,31.227105053051485,9.9e+37
2024-09-28 16:08:53.165948,175234,105,1678.85,0.06340971,2.44716,31.730131966170543,9.9e+37
2024-09-28 16:08:53.909444,175977,106,1762.79,0.06374512,2.532782,31.983017361285388,9.9e+37
2024-09-28 16:08:54.655128,176723,107,1850.93,0.06342088,2.582008,32.19450639448587,9.9e+37
2024-09-28 16:08:55.396688,177465,108,1943.48,0.063893,2.614902,32.2400427395624,9.9e+37
2024-09-28 16:08:56.127170,178195,109,2040.65,0.06424575,2.616856,32.198708431929106,9.9e+37
2024-09-28 16:08:56.862541,178931,110,2142.68,0.06284488,2.62443,32.41530184512588,9.9e+37
2024-09-28 16:08:57.597857,179666,111,2249.81,0.06285971,2.620019,32.398641353618565,9.9e+37
2024-09-28 16:08:58.328669,180397,112,2362.3,0.06422006,2.849261,32.94123053244288,9.9e+37
2024-09-28 16:08:59.067184,181135,113,2480.42,0.0638572,3.061525,33.61455876856897,9.9e+37
2024-09-28 16:08:59.802678,181871,114,2604.44,0.06275263,3.26017,34.312166293229964,9.9e+37
2024-09-28 16:09:00.532522,182601,115,2734.66,0.06372692,3.432744,34.62636975449253,9.9e+37
2024-09-28 16:09:01.271160,183339,116,2871.39,0.06404676,3.585957,34.96215826012927,9.9e+37
2024-09-28 16:09:02.000614,184069,117,3014.96,0.06287056,3.718986,35.439544295281834,9.9e+37
2024-09-28 16:09:02.734451,184802,118,3165.71,0.06383659,3.823829,35.54857565197334,9.9e+37
2024-09-28 16:09:03.466053,185534,119,3324.0,0.06370051,3.906407,35.75269160193574,9.9e+37
2024-09-28 16:09:04.194487,186262,120,3490.2,0.06299897,3.976269,36.00284616610869,9.9e+37
2024-09-28 16:09:04.929120,186997,121,3664.71,0.06409482,4.021329,35.95093347175397,9.9e+37
2024-09-28 16:09:05.659522,187728,122,3847.95,0.06296863,4.058947,36.185782720074926,9.9e+37
2024-09-28 16:09:06.376004,188444,123,4040.35,0.0643811,4.075191,36.027791516468824,9.9e+37
2024-09-28 16:09:07.114964,189183,124,4242.37,0.06303518,4.084474,36.23106277105253,9.9e+37
2024-09-28 16:09:07.829421,189897,125,4454.49,0.062615,4.053022,36.22201152403909,9.9e+37
2024-09-28 16:09:08.561942,190630,126,4677.21,0.06397432,3.944074,35.79878752734808,9.9e+37
2024-09-28 16:09:09.273724,191342,127,4911.07,0.06406471,4.037632,35.99015738270466,9.9e+37
2024-09-28 16:09:10.008331,192076,128,5156.62,0.06274444,4.081399,36.26467612403055,9.9e+37
2024-09-28 16:09:10.721018,192789,129,5414.45,0.06333704,4.149445,36.32664498672594,9.9e+37
2024-09-28 16:09:11.458630,193527,130,5685.17,0.06415242,4.180239,36.279761379435485,9.9e+37
2024-09-28 16:09:12.169819,194238,131,5969.43,0.06288377,4.192371,36.47842275168973,9.9e+37
2024-09-28 16:09:12.879342,194947,132,6267.9,0.06341691,4.18879,36.39767021875855,9.9e+37
2024-09-28 16:09:13.605543,195674,133,6581.3,0.06386986,4.174764,36.30671931161726,9.9e+37
2024-09-28 16:09:14.316732,196385,134,6910.37,0.06280448,4.152403,36.4061774397499,9.9e+37
2024-09-28 16:09:15.049523,197118,135,7255.89,0.06391549,4.09483,36.13259507341128,9.9e+37
2024-09-28 16:09:15.759926,197828,136,7618.68,0.06304569,4.17481,36.41962625743006,9.9e+37
2024-09-28 16:09:16.469247,198537,137,7999.61,0.06358952,4.170042,36.33509764758318,9.9e+37
2024-09-28 16:09:17.196202,199264,138,8399.59,0.06325398,4.147435,36.3338346282941,9.9e+37
2024-09-28 16:09:17.931482,199999,139,8819.57,0.06239832,4.118171,36.390629580198926,9.9e+37
2024-09-28 16:09:18.639065,200707,140,9260.55,0.06355958,4.062167,36.111535100094095,9.9e+37
2024-09-28 16:09:19.347612,201416,141,9723.58,0.06413573,4.003355,35.90648121711675,9.9e+37
2024-09-28 16:09:20.070153,202138,142,10209.76,0.06290264,3.97036,36.003220276843415,9.9e+37
2024-09-28 16:09:20.778513,202847,143,10720.25,0.06293999,3.970241,35.99780400718819,9.9e+37
2024-09-28 16:09:21.493707,203562,144,11256.26,0.06404322,3.994137,35.898995954383636,9.9e+37
2024-09-28 16:09:22.224580,204293,145,11819.07,0.06296911,3.921753,35.88705364753318,9.9e+37
2024-09-28 16:09:22.931267,204999,146,12410.02,0.06295257,3.865494,35.763830777723896,9.9e+37
2024-09-28 16:09:23.637084,205705,147,13030.52,0.06390173,3.797163,35.47893249024338,9.9e+37
2024-09-28 16:09:24.343020,206411,148,13682.05,0.06270179,3.740905,35.51393480580451,9.9e+37
2024-09-28 16:09:25.056911,207125,149,14366.15,0.06358805,3.69722,35.28999573242159,9.9e+37
2024-09-28 16:09:25.780353,207848,150,15084.46,0.06319804,3.663879,35.26475026326478,9.9e+37
2024-09-28 16:09:26.500420,208568,151,15838.68,0.06318089,3.624054,35.172178418281355,9.9e+37
2024-09-28 16:09:27.206936,209275,152,16630.61,0.06343116,3.573609,35.01608759141697,9.9e+37
2024-09-28 16:09:27.913577,209982,153,17462.14,0.0631191,3.503766,34.88748592479471,9.9e+37
2024-09-28 16:09:28.619198,210687,154,18335.25,0.06337658,3.4362,34.6829926781876,9.9e+37
2024-09-28 16:09:29.351482,211419,155,19252.01,0.0632823,3.431631,34.68436654348993,9.9e+37
2024-09-28 16:09:30.066321,212134,156,20214.61,0.06405911,3.353283,34.37778613364321,9.9e+37
2024-09-28 16:09:30.798295,212866,157,21225.34,0.06272406,3.284125,34.37971034502465,9.9e+37
2024-09-28 16:09:31.527874,213596,158,22286.61,0.06234697,3.219579,34.25967467900954,9.9e+37
2024-09-28 16:09:32.252650,214321,159,23400.94,0.06368216,3.157536,33.906610504023284,9.9e+37
2024-09-28 16:09:32.979885,215048,160,24570.99,0.06371407,3.110282,33.771288373445095,9.9e+37
2024-09-28 16:09:33.713591,215782,161,25799.54,0.06245237,3.039481,33.74501017790944,9.9e+37
2024-09-28 16:09:34.440583,216509,162,27089.52,0.06307139,2.978943,33.48459582132495,9.9e+37
2024-09-28 16:09:35.172000,217240,163,28444.0,0.06381536,2.928998,33.23587703157989,9.9e+37
2024-09-28 16:09:35.905278,217973,164,29866.2,0.06263345,2.872048,33.227707191516764,9.9e+37
2024-09-28 16:09:36.635891,218704,165,31359.51,0.06314042,2.818897,32.99543482004674,9.9e+37
2024-09-28 16:09:37.366846,219435,166,32927.49,0.06351937,2.766582,32.78074729978947,9.9e+37
2024-09-28 16:09:38.097786,220166,167,34573.86,0.06252211,2.686783,32.663979310917554,9.9e+37
2024-09-28 16:09:38.829025,220897,168,36302.55,0.06362715,2.630208,32.32695247418049,9.9e+37
2024-09-28 16:09:39.556436,221624,169,38117.68,0.06272076,2.578939,32.28059515381422,9.9e+37
2024-09-28 16:09:40.271812,222340,170,40023.56,0.06402198,2.499143,31.829240112238523,9.9e+37
2024-09-28 16:09:40.993831,223062,171,42024.74,0.06283742,2.445768,31.803938262817347,9.9e+37
2024-09-28 16:09:41.718914,223787,172,44125.98,0.06209183,2.397144,31.733193275264963,9.9e+37
2024-09-28 16:09:42.441813,224510,173,46332.28,0.06324957,2.339184,31.36013614790283,9.9e+37
2024-09-28 16:09:43.167235,225235,174,48648.89,0.06381158,2.286055,31.08374353558968,9.9e+37
2024-09-28 16:09:43.892351,225960,175,51081.33,0.0625291,2.232863,31.05559798864114,9.9e+37
2024-09-28 16:09:44.616181,226684,176,53635.4,0.06263445,2.179417,30.830541319837526,9.9e+37
2024-09-28 16:09:45.346628,227415,177,56317.17,0.06374337,2.125989,30.462519859904855,9.9e+37
2024-09-28 16:09:46.068366,228136,178,59133.03,0.06269517,2.072731,30.38617716976929,9.9e+37
2024-09-28 16:09:46.794781,228863,179,62089.68,0.06270379,2.019268,30.158003425495487,9.9e+37
2024-09-28 16:09:47.520659,229589,180,65194.16,0.06356893,1.965857,29.80614043766815,9.9e+37
2024-09-28 16:09:48.241301,230309,181,68453.87,0.06247077,1.912884,29.720235512033142,9.9e+37
2024-09-28 16:09:48.964384,231032,182,71876.56,0.06325848,1.859368,29.364932002212228,9.9e+37
2024-09-28 16:09:49.684718,231753,183,75470.39,0.06288058,1.806127,29.16463492164133,9.9e+37
2024-09-28 16:09:50.414133,232482,184,79243.91,0.06289732,1.752952,28.902757666189615,9.9e+37
2024-09-28 16:09:51.123611,233192,185,83206.11,0.06298646,1.696914,28.60825264305882,9.9e+37
2024-09-28 16:09:51.846433,233914,186,87366.42,0.06185615,1.631174,28.42234809817519,9.9e+37
2024-09-28 16:09:52.564548,234633,187,91734.74,0.06278772,1.580087,28.016125741958827,9.9e+37
2024-09-28 16:09:53.283619,235352,188,96321.48,0.06373612,1.526162,27.58430027993322,9.9e+37
2024-09-28 16:09:54.004153,236072,189,101137.55,0.06359129,1.485914,27.371920789579896,9.9e+37
2024-09-28 16:09:54.725698,236794,190,106194.43,0.06317466,1.432407,27.11047042846007,9.9e+37
2024-09-28 16:09:55.446348,237514,191,111504.15,0.06452177,1.379402,26.599691572615384,9.9e+37
2024-09-28 16:09:56.166077,238234,192,117079.36,0.06378467,1.32632,26.35864011121999,9.9e+37
2024-09-28 16:09:56.884272,238952,193,122933.33,0.06325752,1.266175,26.02763145731516,9.9e+37
2024-09-28 16:09:57.605506,239674,194,129080.0,0.06460775,1.219469,25.51772295742188,9.9e+37
2024-09-28 16:09:58.323483,240391,195,135534.0,0.0633895,1.192681,25.490139491991354,9.9e+37
2024-09-28 16:09:59.043346,241111,196,142310.7,0.06374832,1.139834,25.047457266831557,9.9e+37
2024-09-28 16:09:59.765094,241833,197,149426.24,0.06405353,1.086394,24.588885792390805,9.9e+37
2024-09-28 16:10:00.485257,242553,198,156897.55,0.06344838,1.03262,24.23039988759097,9.9e+37
2024-09-28 16:10:01.206167,243274,199,164742.43,0.06410692,0.9799669,23.686129902110387,9.9e+37
2024-09-28 16:10:01.924440,243992,200,172979.55,0.06336569,0.9263678,23.298585649714802,9.9e+37
2024-09-28 16:10:02.644409,244712,201,181628.53,0.06415606,0.8727621,22.673163874452126,9.9e+37
2024-09-28 16:10:03.364549,245432,202,190709.96,0.06353019,0.8330815,22.354146722830343,9.9e+37
2024-09-28 16:10:04.076703,246145,203,200245.46,0.06485414,0.769154,21.481511964135557,9.9e+37
2024-09-28 16:10:04.797421,246865,204,210257.73,0.06358718,0.739736,21.3141437904234,9.9e+37
2024-09-28 16:10:05.516604,247585,205,220770.62,0.06275611,0.6864849,20.779499466278153,9.9e+37
2024-09-28 16:10:06.234816,248303,206,231809.15,0.06408583,0.6365154,19.940938042713746,9.9e+37
2024-09-28 16:10:06.956650,249025,207,243399.61,0.06460693,0.6064933,19.4509380571344,9.9e+37
2024-09-28 16:10:07.674718,249743,208,255569.59,0.06324508,0.5581395,18.914320254581064,9.9e+37
2024-09-28 16:10:08.394710,250463,209,268348.07,0.06342437,0.5265042,18.38291355872486,9.9e+37
2024-09-28 16:10:09.116629,251185,210,281765.47,0.06427118,0.4787002,17.440946708531083,9.9e+37
2024-09-28 16:10:09.836556,251905,211,295853.74,0.06331497,0.4493324,17.021226599026082,9.9e+37
2024-09-28 16:10:10.556073,252624,212,310646.43,0.06341147,0.4227684,16.47869394481098,9.9e+37
2024-09-28 16:10:11.276650,253345,213,326178.75,0.06425147,0.393855,15.74906589887256,9.9e+37
2024-09-28 16:10:11.995094,254063,214,342487.69,0.0631544,0.369196,15.337067472216223,9.9e+37
2024-09-28 16:10:12.715824,254784,215,359612.07,0.0640698,0.3422032,14.55261396165901,9.9e+37
2024-09-28 16:10:13.436416,255504,216,377592.67,0.06350684,0.3131884,13.859703292752792,9.9e+37
2024-09-28 16:10:14.157405,256225,217,396472.3,0.06355207,0.2864043,13.07699666465124,9.9e+37
2024-09-28 16:10:14.861297,256929,218,416295.91,0.06390259,0.2623332,12.266695924884461,9.9e+37
2024-09-28 16:10:15.575797,257644,219,437110.71,0.06257157,0.2390785,11.643269405086517,9.9e+37
2024-09-28 16:10:16.296256,258364,220,458966.25,0.06368837,0.2218891,10.841516693241688,9.9e+37
2024-09-28 16:10:17.017099,259085,221,481914.56,0.06430603,0.2064965,10.133219924403926,9.9e+37
2024-09-28 16:10:17.734484,259802,222,506010.29,0.06324422,0.1939917,9.735246163283733,9.9e+37
2024-09-28 16:10:18.457144,260525,223,531310.8,0.06276745,0.1797471,9.138548140100042,9.9e+37
2024-09-28 16:10:19.176283,261244,224,557876.34,0.06425145,0.1551308,7.65630198072588,9.9e+37
2024-09-28 16:10:19.895483,261963,225,585770.16,0.06366803,0.1519571,7.555991689973909,9.9e+37
2024-09-28 16:10:20.616427,262684,226,615058.67,0.06305843,0.1343136,6.567536718986986,9.9e+37
2024-09-28 16:10:21.336108,263404,227,645811.6,0.06422859,0.1291107,6.064676952523874,9.9e+37
2024-09-28 16:10:22.057104,264125,228,678102.18,0.06331398,0.1261867,5.990279364987888,9.9e+37
2024-09-28 16:10:22.777219,264845,229,712007.29,0.0637641,0.1153068,5.145573710765859,9.9e+37
2024-09-28 16:10:23.496798,265565,230,747607.65,0.06356423,0.09990631,3.927602566824536,9.9e+37
2024-09-28 16:10:24.216216,266284,231,784988.03,0.06335966,0.1007265,4.0266181091821265,9.9e+37
2024-09-28 16:10:24.926553,266995,232,824237.43,0.06408969,0.108557,4.5773932412225555,9.9e+37
2024-09-28 16:10:25.648301,267716,233,865449.3,0.06261059,0.09686041,3.789970134694406,9.9e+37
2024-09-28 16:10:26.367184,268435,234,908721.77,0.06311939,0.093712,3.432648271638403,9.9e+37
2024-09-28 16:10:27.087082,269155,235,954157.86,0.06441829,0.09395082,3.277827655682092,9.9e+37
